airline,date,departure_time,arrival_time,departure_place,arrival_place,flight_time,seat,price,day,holiday
아시아나항공,2023-08-05,14:00,15:10,GMP,CJU,70,할인석,84700,토요일,주말
아시아나항공,2023-08-05,14:00,15:10,GMP,CJU,70,일반석,132700,토요일,주말
티웨이항공,2023-08-05,14:05,15:15,GMP,CJU,70,할인석,78000,토요일,주말
티웨이항공,2023-08-05,14:05,15:15,GMP,CJU,70,일반석,118700,토요일,주말
진에어,2023-08-05,14:15,15:25,GMP,CJU,70,할인석,76600,토요일,주말
대한항공,2023-08-05,14:15,15:25,GMP,CJU,70,할인석,87700,토요일,주말
대한항공,2023-08-05,14:15,15:25,GMP,CJU,70,할인석,118700,토요일,주말
진에어,2023-08-05,14:15,15:25,GMP,CJU,70,일반석,119700,토요일,주말
대한항공,2023-08-05,14:15,15:25,GMP,CJU,70,일반석,129700,토요일,주말
아시아나항공,2023-08-05,14:20,15:30,GMP,CJU,70,할인석,84700,토요일,주말
아시아나항공,2023-08-05,14:20,15:30,GMP,CJU,70,일반석,132700,토요일,주말
아시아나항공,2023-08-05,14:20,15:30,GMP,CJU,70,비즈니스석,169700,토요일,주말
이스타항공,2023-08-05,14:35,15:45,GMP,CJU,70,할인석,78600,토요일,주말
이스타항공,2023-08-05,14:35,15:45,GMP,CJU,70,일반석,119600,토요일,주말
제주항공,2023-08-05,14:40,15:50,GMP,CJU,70,할인석,81600,토요일,주말
제주항공,2023-08-05,14:40,15:50,GMP,CJU,70,일반석,119200,토요일,주말
아시아나항공,2023-08-05,14:55,16:05,GMP,CJU,70,할인석,78700,토요일,주말
아시아나항공,2023-08-05,14:55,16:05,GMP,CJU,70,일반석,132700,토요일,주말
아시아나항공,2023-08-05,14:55,16:05,GMP,CJU,70,비즈니스석,169700,토요일,주말
진에어,2023-08-05,15:00,16:10,GMP,CJU,70,할인석,74600,토요일,주말
대한항공,2023-08-05,15:00,16:10,GMP,CJU,70,일반석,106700,토요일,주말
진에어,2023-08-05,15:00,16:10,GMP,CJU,70,일반석,119700,토요일,주말
에어부산,2023-08-05,15:05,16:15,GMP,CJU,70,할인석,71000,토요일,주말
아시아나항공,2023-08-05,15:05,16:15,GMP,CJU,70,할인석,72700,토요일,주말
에어부산,2023-08-05,15:05,16:15,GMP,CJU,70,일반석,118700,토요일,주말
아시아나항공,2023-08-05,15:05,16:15,GMP,CJU,70,일반석,132700,토요일,주말
대한항공,2023-08-05,15:10,16:20,GMP,CJU,70,할인석,83700,토요일,주말
제주항공,2023-08-05,15:10,16:20,GMP,CJU,70,일반석,119200,토요일,주말
대한항공,2023-08-05,15:10,16:20,GMP,CJU,70,일반석,129700,토요일,주말
대한항공,2023-08-05,15:10,16:20,GMP,CJU,70,비즈니스석,189700,토요일,주말
티웨이항공,2023-08-05,15:15,16:25,GMP,CJU,70,할인석,73000,토요일,주말
티웨이항공,2023-08-05,15:15,16:25,GMP,CJU,70,일반석,118700,토요일,주말
제주항공,2023-08-05,15:30,16:40,GMP,CJU,70,할인석,71600,토요일,주말
제주항공,2023-08-05,15:30,16:40,GMP,CJU,70,일반석,119200,토요일,주말
대한항공,2023-08-05,15:35,16:45,GMP,CJU,70,할인석,83700,토요일,주말
대한항공,2023-08-05,15:35,16:45,GMP,CJU,70,일반석,129700,토요일,주말
대한항공,2023-08-05,15:35,16:45,GMP,CJU,70,비즈니스석,189700,토요일,주말
이스타항공,2023-08-05,15:40,16:50,GMP,CJU,70,할인석,73600,토요일,주말
이스타항공,2023-08-05,15:40,16:50,GMP,CJU,70,일반석,119600,토요일,주말
제주항공,2023-08-05,15:50,17:05,GMP,CJU,75,할인석,78600,토요일,주말
제주항공,2023-08-05,15:50,17:05,GMP,CJU,75,일반석,119200,토요일,주말
이스타항공,2023-08-05,15:55,17:05,GMP,CJU,70,할인석,73600,토요일,주말
이스타항공,2023-08-05,15:55,17:05,GMP,CJU,70,일반석,119600,토요일,주말
아시아나항공,2023-08-05,16:00,17:10,GMP,CJU,70,할인석,78700,토요일,주말
아시아나항공,2023-08-05,16:00,17:10,GMP,CJU,70,일반석,132700,토요일,주말
대한항공,2023-08-05,16:30,17:40,GMP,CJU,70,할인석,83700,토요일,주말
