airline,date,departure_time,arrival_time,departure_place,arrival_place,flight_time,seat,price
진에어,2023-09-01,10:30,11:30,CJU,PUS,60,비즈니스석,140700
제주항공,2023-09-01,10:45,11:45,CJU,PUS,60,할인석,70600
제주항공,2023-09-01,10:45,11:45,CJU,PUS,60,일반석,85700
대한항공,2023-09-01,12:00,13:00,CJU,PUS,60,할인석,77700
대한항공,2023-09-01,12:00,13:00,CJU,PUS,60,일반석,91700
대한항공,2023-09-01,12:00,13:00,CJU,PUS,60,비즈니스석,151700
진에어,2023-09-01,12:40,13:40,CJU,PUS,60,할인석,71700
대한항공,2023-09-01,12:40,13:40,CJU,PUS,60,일반석,83700
진에어,2023-09-01,12:40,13:40,CJU,PUS,60,일반석,85700
제주항공,2023-09-01,13:00,14:00,CJU,PUS,60,일반석,85700
에어부산,2023-09-01,13:10,14:10,CJU,PUS,60,할인석,77100
에어부산,2023-09-01,13:10,14:10,CJU,PUS,60,일반석,82700
아시아나항공,2023-09-01,13:10,14:10,CJU,PUS,60,일반석,89700
에어부산,2023-09-01,13:30,14:25,CJU,PUS,55,할인석,73600
에어부산,2023-09-01,13:30,14:25,CJU,PUS,55,일반석,82700
제주항공,2023-09-01,14:05,15:00,CJU,PUS,55,일반석,85700
에어부산,2023-09-01,14:55,16:05,CJU,PUS,70,일반석,85700
아시아나항공,2023-09-01,14:55,16:05,CJU,PUS,70,일반석,89700
제주항공,2023-09-01,15:20,16:20,CJU,PUS,60,일반석,85700
에어부산,2023-09-01,16:30,17:35,CJU,PUS,65,일반석,85700
대한항공,2023-09-01,17:30,18:35,CJU,PUS,65,일반석,91700
대한항공,2023-09-01,17:30,18:35,CJU,PUS,65,비즈니스석,151700
대한항공,2023-09-01,18:20,19:20,CJU,PUS,60,일반석,91700
에어부산,2023-09-01,18:40,19:40,CJU,PUS,60,일반석,85700
제주항공,2023-09-01,18:40,19:30,CJU,PUS,50,일반석,85700
진에어,2023-09-01,19:05,20:00,CJU,PUS,55,일반석,85700
대한항공,2023-09-01,19:25,20:25,CJU,PUS,60,일반석,91700
대한항공,2023-09-01,19:25,20:25,CJU,PUS,60,비즈니스석,151700
에어부산,2023-09-01,20:00,21:15,CJU,PUS,75,할인석,72560
에어부산,2023-09-01,20:00,21:15,CJU,PUS,75,일반석,85700
제주항공,2023-09-01,20:05,21:05,CJU,PUS,60,할인석,75600
제주항공,2023-09-01,20:05,21:05,CJU,PUS,60,일반석,85700
대한항공,2023-09-01,21:05,22:05,CJU,PUS,60,할인석,77700
대한항공,2023-09-01,21:05,22:05,CJU,PUS,60,일반석,91700
대한항공,2023-09-01,21:05,22:05,CJU,PUS,60,비즈니스석,151700
제주항공,2023-09-01,06:00,07:00,CJJ,CJU,60,할인석,100600
제주항공,2023-09-01,06:00,07:00,CJJ,CJU,60,일반석,107700
아시아나항공,2023-09-01,06:50,08:00,CJJ,CJU,70,일반석,117700
진에어,2023-09-01,07:20,08:30,CJJ,CJU,70,일반석,107700
이스타항공,2023-09-01,07:45,08:50,CJJ,CJU,65,일반석,108600
에어로케이,2023-09-01,08:20,09:25,CJJ,CJU,65,일반석,106700
대한항공,2023-09-01,09:05,10:15,CJJ,CJU,70,비즈니스석,174700
진에어,2023-09-01,11:00,12:10,CJJ,CJU,70,일반석,107700
제주항공,2023-09-01,11:20,12:25,CJJ,CJU,65,일반석,107700
진에어,2023-09-01,12:00,13:05,CJJ,CJU,65,일반석,107700
진에어,2023-09-01,12:30,13:40,CJJ,CJU,70,할인석,90600
진에어,2023-09-01,12:30,13:40,CJJ,CJU,70,일반석,107700
진에어,2023-09-01,12:30,13:40,CJJ,CJU,70,비즈니스석,157700
아시아나항공,2023-09-01,12:55,13:55,CJJ,CJU,60,일반석,117700
티웨이항공,2023-09-01,13:10,14:15,CJJ,CJU,65,할인석,91000
티웨이항공,2023-09-01,13:10,14:15,CJJ,CJU,65,일반석,108700
대한항공,2023-09-01,14:05,15:15,CJJ,CJU,70,할인석,104700
대한항공,2023-09-01,14:05,15:15,CJJ,CJU,70,일반석,114700
에어로케이,2023-09-01,14:55,16:00,CJJ,CJU,65,할인석,87700
에어로케이,2023-09-01,14:55,16:00,CJJ,CJU,65,일반석,106700
티웨이항공,2023-09-01,16:05,17:15,CJJ,CJU,70,할인석,83860
티웨이항공,2023-09-01,16:05,17:15,CJJ,CJU,70,일반석,108700
진에어,2023-09-01,16:10,17:15,CJJ,CJU,65,할인석,86600
진에어,2023-09-01,16:10,17:15,CJJ,CJU,65,일반석,107700
진에어,2023-09-01,16:10,17:15,CJJ,CJU,65,비즈니스석,157700
이스타항공,2023-09-01,17:00,18:05,CJJ,CJU,65,할인석,81600
이스타항공,2023-09-01,17:00,18:05,CJJ,CJU,65,일반석,108600
아시아나항공,2023-09-01,17:10,18:20,CJJ,CJU,70,할인석,96700
아시아나항공,2023-09-01,17:10,18:20,CJJ,CJU,70,일반석,117700
진에어,2023-09-01,17:20,18:25,CJJ,CJU,65,할인석,84600
진에어,2023-09-01,17:20,18:25,CJJ,CJU,65,일반석,107700
진에어,2023-09-01,17:20,18:25,CJJ,CJU,65,비즈니스석,157700
대한항공,2023-09-01,17:35,18:45,CJJ,CJU,70,할인석,84700
대한항공,2023-09-01,17:35,18:45,CJJ,CJU,70,일반석,114700
대한항공,2023-09-01,17:35,18:45,CJJ,CJU,70,비즈니스석,174700
에어로케이,2023-09-01,18:45,19:50,CJJ,CJU,65,할인석,72700
에어로케이,2023-09-01,18:45,19:50,CJJ,CJU,65,일반석,106700
제주항공,2023-09-01,19:05,20:05,CJJ,CJU,60,할인석,84600
제주항공,2023-09-01,19:05,20:05,CJJ,CJU,60,일반석,107700
제주항공,2023-09-01,19:20,20:35,CJJ,CJU,75,할인석,84600
제주항공,2023-09-01,19:20,20:35,CJJ,CJU,75,일반석,107700
진에어,2023-09-01,19:30,20:30,CJJ,CJU,60,할인석,84600
진에어,2023-09-01,19:30,20:30,CJJ,CJU,60,일반석,107700
이스타항공,2023-09-01,20:40,21:45,CJJ,CJU,65,할인석,81600
이스타항공,2023-09-01,20:40,21:45,CJJ,CJU,65,일반석,108600
대한항공,2023-09-01,07:00,08:10,CJU,CJJ,70,특가석,33700
대한항공,2023-09-01,07:00,08:10,CJU,CJJ,70,할인석,62700
대한항공,2023-09-01,07:00,08:10,CJU,CJJ,70,일반석,95700
대한항공,2023-09-01,07:00,08:10,CJU,CJJ,70,비즈니스석,155700
이스타항공,2023-09-01,07:55,09:00,CJU,CJJ,65,할인석,42600
이스타항공,2023-09-01,07:55,09:00,CJU,CJJ,65,일반석,91600
제주항공,2023-09-01,08:10,09:20,CJU,CJJ,70,할인석,45600
제주항공,2023-09-01,08:10,09:20,CJU,CJJ,70,일반석,91700
진에어,2023-09-01,09:10,10:20,CJU,CJJ,70,할인석,44600
진에어,2023-09-01,09:10,10:20,CJU,CJJ,70,일반석,85700
대한항공,2023-09-01,09:10,10:20,CJU,CJJ,70,일반석,86700
진에어,2023-09-01,09:30,10:35,CJU,CJJ,65,할인석,44600
제주항공,2023-09-01,09:30,10:40,CJU,CJJ,70,할인석,45600
진에어,2023-09-01,09:30,10:35,CJU,CJJ,65,일반석,85700
대한항공,2023-09-01,09:30,10:35,CJU,CJJ,65,일반석,86700
제주항공,2023-09-01,09:30,10:40,CJU,CJJ,70,일반석,91700
에어로케이,2023-09-01,10:20,11:25,CJU,CJJ,65,할인석,47700
에어로케이,2023-09-01,10:20,11:25,CJU,CJJ,65,일반석,84700
진에어,2023-09-01,10:45,11:50,CJU,CJJ,65,할인석,63600
진에어,2023-09-01,10:45,11:50,CJU,CJJ,65,일반석,85700
진에어,2023-09-01,10:45,11:50,CJU,CJJ,65,비즈니스석,141700
아시아나항공,2023-09-01,11:15,12:20,CJU,CJJ,65,할인석,65700
아시아나항공,2023-09-01,11:15,12:20,CJU,CJJ,65,일반석,99700
대한항공,2023-09-01,12:15,13:20,CJU,CJJ,65,할인석,71700
대한항공,2023-09-01,12:15,13:20,CJU,CJJ,65,일반석,102700
진에어,2023-09-01,14:15,15:20,CJU,CJJ,65,할인석,89600
진에어,2023-09-01,14:15,15:20,CJU,CJJ,65,일반석,91700
진에어,2023-09-01,14:15,15:20,CJU,CJJ,65,비즈니스석,141700
아시아나항공,2023-09-01,15:10,16:20,CJU,CJJ,70,일반석,105700
티웨이항공,2023-09-01,15:15,16:25,CJU,CJJ,70,일반석,91100
대한항공,2023-09-01,15:20,16:30,CJU,CJJ,70,일반석,102700
대한항공,2023-09-01,15:20,16:30,CJU,CJJ,70,비즈니스석,162700
진에어,2023-09-01,15:45,16:45,CJU,CJJ,60,일반석,91700
진에어,2023-09-01,15:45,16:45,CJU,CJJ,60,비즈니스석,141700
에어로케이,2023-09-01,17:05,18:15,CJU,CJJ,70,할인석,77700
에어로케이,2023-09-01,17:05,18:15,CJU,CJJ,70,일반석,90700
제주항공,2023-09-01,17:10,18:10,CJU,CJJ,60,할인석,84600
제주항공,2023-09-01,17:10,18:10,CJU,CJJ,60,일반석,91700
진에어,2023-09-01,17:25,18:35,CJU,CJJ,70,일반석,91700
제주항공,2023-09-01,17:30,18:40,CJU,CJJ,70,일반석,91700
티웨이항공,2023-09-01,18:00,19:00,CJU,CJJ,60,일반석,91100
이스타항공,2023-09-01,18:45,19:50,CJU,CJJ,65,일반석,91600
아시아나항공,2023-09-01,20:35,21:45,CJU,CJJ,70,일반석,105700
진에어,2023-09-01,21:20,22:20,CJU,CJJ,60,할인석,89600
진에어,2023-09-01,21:20,22:20,CJU,CJJ,60,일반석,91700
에어로케이,2023-09-01,21:25,22:35,CJU,CJJ,70,할인석,77700
이스타항공,2023-09-01,21:25,22:30,CJU,CJJ,65,할인석,86600
에어로케이,2023-09-01,21:25,22:35,CJU,CJJ,70,일반석,90700
이스타항공,2023-09-01,21:25,22:30,CJU,CJJ,65,일반석,91600
에어서울,2023-09-01,06:00,07:00,GMP,CJU,60,할인석,47600
에어서울,2023-09-01,06:00,07:00,GMP,CJU,60,일반석,119700
진에어,2023-09-01,06:05,07:20,GMP,CJU,75,할인석,70900
진에어,2023-09-01,06:05,07:20,GMP,CJU,75,일반석,119700
이스타항공,2023-09-01,06:10,07:20,GMP,CJU,70,할인석,44600
아시아나항공,2023-09-01,06:10,07:20,GMP,CJU,70,특가석,60700
아시아나항공,2023-09-01,06:10,07:20,GMP,CJU,70,할인석,72700
이스타항공,2023-09-01,06:10,07:20,GMP,CJU,70,일반석,119600
아시아나항공,2023-09-01,06:10,07:20,GMP,CJU,70,일반석,132700
진에어,2023-09-01,06:15,07:25,GMP,CJU,70,할인석,48600
제주항공,2023-09-01,06:15,07:30,GMP,CJU,75,할인석,49600
이스타항공,2023-09-01,06:15,07:25,GMP,CJU,70,할인석,68600
제주항공,2023-09-01,06:15,07:30,GMP,CJU,75,일반석,119200
이스타항공,2023-09-01,06:15,07:25,GMP,CJU,70,일반석,119600
진에어,2023-09-01,06:15,07:25,GMP,CJU,70,일반석,119700
진에어,2023-09-01,06:15,07:25,GMP,CJU,70,비즈니스석,174700
티웨이항공,2023-09-01,06:20,07:30,GMP,CJU,70,할인석,47760
진에어,2023-09-01,06:20,07:30,GMP,CJU,70,할인석,65000
티웨이항공,2023-09-01,06:20,07:30,GMP,CJU,70,일반석,118700
진에어,2023-09-01,06:20,07:30,GMP,CJU,70,일반석,119700
제주항공,2023-09-01,06:25,07:35,GMP,CJU,70,할인석,54600
제주항공,2023-09-01,06:25,07:35,GMP,CJU,70,일반석,119200
아시아나항공,2023-09-01,06:40,07:50,GMP,CJU,70,할인석,114700
대한항공,2023-09-01,06:40,07:50,GMP,CJU,70,할인석,118700
대한항공,2023-09-01,06:40,07:50,GMP,CJU,70,일반석,129700
아시아나항공,2023-09-01,06:40,07:50,GMP,CJU,70,일반석,132700
아시아나항공,2023-09-01,06:40,07:50,GMP,CJU,70,비즈니스석,169700
대한항공,2023-09-01,06:40,07:50,GMP,CJU,70,비즈니스석,189700
에어부산,2023-09-01,06:45,08:05,GMP,CJU,80,할인석,48740
에어부산,2023-09-01,06:45,08:05,GMP,CJU,80,일반석,118700
이스타항공,2023-09-01,06:50,08:00,GMP,CJU,70,할인석,53600
이스타항공,2023-09-01,06:50,08:00,GMP,CJU,70,일반석,119600
제주항공,2023-09-01,07:00,08:10,GMP,CJU,70,할인석,54600
티웨이항공,2023-09-01,07:00,08:10,GMP,CJU,70,할인석,76260
대한항공,2023-09-01,07:00,08:10,GMP,CJU,70,할인석,83700
티웨이항공,2023-09-01,07:00,08:10,GMP,CJU,70,일반석,118700
제주항공,2023-09-01,07:00,08:10,GMP,CJU,70,일반석,119200
대한항공,2023-09-01,07:00,08:10,GMP,CJU,70,일반석,129700
대한항공,2023-09-01,07:00,08:10,GMP,CJU,70,비즈니스석,189700
대한항공,2023-09-01,07:15,08:25,GMP,CJU,70,할인석,89700
대한항공,2023-09-01,07:15,08:25,GMP,CJU,70,일반석,129700
에어부산,2023-09-01,07:25,08:35,GMP,CJU,70,할인석,77360
아시아나항공,2023-09-01,07:25,08:35,GMP,CJU,70,할인석,102700
에어부산,2023-09-01,07:25,08:35,GMP,CJU,70,일반석,118700
아시아나항공,2023-09-01,07:25,08:35,GMP,CJU,70,일반석,132700
대한항공,2023-09-01,07:30,08:40,GMP,CJU,70,할인석,106700
대한항공,2023-09-01,07:30,08:40,GMP,CJU,70,일반석,129700
대한항공,2023-09-01,07:30,08:40,GMP,CJU,70,비즈니스석,189700
제주항공,2023-09-01,07:40,08:50,GMP,CJU,70,할인석,103600
제주항공,2023-09-01,07:40,08:50,GMP,CJU,70,일반석,119200
이스타항공,2023-09-01,07:55,09:05,GMP,CJU,70,할인석,89600
이스타항공,2023-09-01,07:55,09:05,GMP,CJU,70,일반석,119600
아시아나항공,2023-09-01,07:55,09:05,GMP,CJU,70,할인석,126700
아시아나항공,2023-09-01,07:55,09:05,GMP,CJU,70,일반석,132700
대한항공,2023-09-01,08:10,09:20,GMP,CJU,70,일반석,129700
대한항공,2023-09-01,08:10,09:20,GMP,CJU,70,비즈니스석,189700
티웨이항공,2023-09-01,08:15,09:25,GMP,CJU,70,특가석-환불불가,107700
티웨이항공,2023-09-01,08:15,09:25,GMP,CJU,70,일반석,117100
에어부산,2023-09-01,08:20,09:40,GMP,CJU,80,할인석,104920
에어부산,2023-09-01,08:20,09:40,GMP,CJU,80,일반석,118700
아시아나항공,2023-09-01,08:20,09:35,GMP,CJU,75,할인석,126700
아시아나항공,2023-09-01,08:20,09:35,GMP,CJU,75,일반석,132700
아시아나항공,2023-09-01,08:30,09:40,GMP,CJU,70,할인석,126700
아시아나항공,2023-09-01,08:30,09:40,GMP,CJU,70,일반석,132700
대한항공,2023-09-01,08:55,10:05,GMP,CJU,70,일반석,129700
대한항공,2023-09-01,08:55,10:05,GMP,CJU,70,비즈니스석,189700
제주항공,2023-09-01,09:00,10:10,GMP,CJU,70,일반석,119200
대한항공,2023-09-01,09:00,10:10,GMP,CJU,70,비즈니스석,301400
제주항공,2023-09-01,09:25,10:35,GMP,CJU,70,일반석,119200
대한항공,2023-09-01,09:30,10:40,GMP,CJU,70,일반석,129700
티웨이항공,2023-09-01,09:45,10:55,GMP,CJU,70,일반석,117100
이스타항공,2023-09-01,09:50,11:05,GMP,CJU,75,일반석,119600
아시아나항공,2023-09-01,09:50,11:00,GMP,CJU,70,할인석,126700
아시아나항공,2023-09-01,09:50,11:00,GMP,CJU,70,일반석,132700
아시아나항공,2023-09-01,10:15,11:25,GMP,CJU,70,할인석,126700
아시아나항공,2023-09-01,10:15,11:25,GMP,CJU,70,일반석,132700
진에어,2023-09-01,10:30,11:45,GMP,CJU,75,할인석,118600
진에어,2023-09-01,10:30,11:45,GMP,CJU,75,일반석,119700
제주항공,2023-09-01,10:35,11:35,GMP,CJU,60,일반석,119200
대한항공,2023-09-01,10:35,11:50,GMP,CJU,75,일반석,129700
아시아나항공,2023-09-01,10:40,11:50,GMP,CJU,70,할인석,126700
아시아나항공,2023-09-01,10:40,11:50,GMP,CJU,70,일반석,132700
대한항공,2023-09-01,10:45,11:55,GMP,CJU,70,일반석,129700
에어서울,2023-09-01,10:50,12:00,GMP,CJU,70,할인석,98600
에어서울,2023-09-01,10:50,12:00,GMP,CJU,70,일반석,119700
이스타항공,2023-09-01,10:55,12:05,GMP,CJU,70,할인석,95600
이스타항공,2023-09-01,10:55,12:05,GMP,CJU,70,일반석,119600
대한항공,2023-09-01,11:00,12:10,GMP,CJU,70,할인석,106700
진에어,2023-09-01,11:00,12:05,GMP,CJU,65,일반석,119700
대한항공,2023-09-01,11:00,12:10,GMP,CJU,70,일반석,129700
에어부산,2023-09-01,11:10,12:30,GMP,CJU,80,할인석,100680
에어부산,2023-09-01,11:10,12:30,GMP,CJU,80,일반석,118700
아시아나항공,2023-09-01,11:15,12:25,GMP,CJU,70,할인석,102700
아시아나항공,2023-09-01,11:15,12:25,GMP,CJU,70,일반석,132700
대한항공,2023-09-01,11:30,12:40,GMP,CJU,70,할인석,94700
제주항공,2023-09-01,11:30,12:30,GMP,CJU,60,일반석,119200
대한항공,2023-09-01,11:30,12:40,GMP,CJU,70,일반석,129700
대한항공,2023-09-01,11:30,12:40,GMP,CJU,70,비즈니스석,189700
이스타항공,2023-09-01,11:40,12:50,GMP,CJU,70,할인석,89600
이스타항공,2023-09-01,11:40,12:50,GMP,CJU,70,일반석,119600
티웨이항공,2023-09-01,11:45,12:55,GMP,CJU,70,할인석,76260
티웨이항공,2023-09-01,11:45,12:55,GMP,CJU,70,일반석,118700
아시아나항공,2023-09-01,11:50,13:05,GMP,CJU,75,할인석,90700
아시아나항공,2023-09-01,11:50,13:05,GMP,CJU,75,일반석,132700
아시아나항공,2023-09-01,11:50,13:05,GMP,CJU,75,비즈니스석,189700
대한항공,2023-09-01,11:55,13:05,GMP,CJU,70,할인석,94700
대한항공,2023-09-01,11:55,13:05,GMP,CJU,70,일반석,129700
제주항공,2023-09-01,12:15,13:35,GMP,CJU,80,할인석,81600
제주항공,2023-09-01,12:15,13:35,GMP,CJU,80,일반석,119200
아시아나항공,2023-09-01,12:20,13:35,GMP,CJU,75,할인석,96700
아시아나항공,2023-09-01,12:20,13:35,GMP,CJU,75,일반석,132700
아시아나항공,2023-09-01,12:25,13:35,GMP,CJU,70,할인석,90700
아시아나항공,2023-09-01,12:25,13:35,GMP,CJU,70,일반석,132700
제주항공,2023-09-01,12:40,13:50,GMP,CJU,70,할인석,81600
대한항공,2023-09-01,12:40,13:50,GMP,CJU,70,할인석,83700
제주항공,2023-09-01,12:40,13:50,GMP,CJU,70,일반석,119200
대한항공,2023-09-01,12:40,13:50,GMP,CJU,70,일반석,129700
대한항공,2023-09-01,12:40,13:50,GMP,CJU,70,비즈니스석,189700
티웨이항공,2023-09-01,12:50,14:00,GMP,CJU,70,할인석,71510
티웨이항공,2023-09-01,12:50,14:00,GMP,CJU,70,일반석,118700
이스타항공,2023-09-01,12:55,14:05,GMP,CJU,70,할인석,73600
이스타항공,2023-09-01,12:55,14:05,GMP,CJU,70,일반석,119600
아시아나항공,2023-09-01,13:00,14:10,GMP,CJU,70,할인석,78700
대한항공,2023-09-01,13:00,14:10,GMP,CJU,70,할인석,83700
대한항공,2023-09-01,13:00,14:10,GMP,CJU,70,일반석,129700
아시아나항공,2023-09-01,13:00,14:10,GMP,CJU,70,일반석,132700
대한항공,2023-09-01,13:00,14:10,GMP,CJU,70,비즈니스석,189700
아시아나항공,2023-09-01,13:00,14:10,GMP,CJU,70,비즈니스석,189700
제주항공,2023-09-01,13:10,14:20,GMP,CJU,70,할인석,71600
제주항공,2023-09-01,13:10,14:20,GMP,CJU,70,일반석,119200
대한항공,2023-09-01,13:20,14:30,GMP,CJU,70,할인석,83700
대한항공,2023-09-01,13:20,14:30,GMP,CJU,70,일반석,129700
대한항공,2023-09-01,13:20,14:30,GMP,CJU,70,비즈니스석,189700
제주항공,2023-09-01,13:30,14:40,GMP,CJU,70,할인석,65600
대한항공,2023-09-01,13:30,14:40,GMP,CJU,70,할인석,83700
제주항공,2023-09-01,13:30,14:40,GMP,CJU,70,일반석,119200
대한항공,2023-09-01,13:30,14:40,GMP,CJU,70,일반석,129700
대한항공,2023-09-01,13:30,14:40,GMP,CJU,70,비즈니스석,189700
이스타항공,2023-09-01,13:40,14:50,GMP,CJU,70,할인석,68600
이스타항공,2023-09-01,13:40,14:50,GMP,CJU,70,일반석,119600
티웨이항공,2023-09-01,13:55,15:05,GMP,CJU,70,할인석,62010
티웨이항공,2023-09-01,13:55,15:05,GMP,CJU,70,일반석,118700
아시아나항공,2023-09-01,14:00,15:10,GMP,CJU,70,특가석,66700
아시아나항공,2023-09-01,14:00,15:10,GMP,CJU,70,할인석,72700
아시아나항공,2023-09-01,14:00,15:10,GMP,CJU,70,일반석,132700
대한항공,2023-09-01,14:15,15:25,GMP,CJU,70,특가석,71700
대한항공,2023-09-01,14:15,15:25,GMP,CJU,70,할인석,83700
진에어,2023-09-01,14:15,15:25,GMP,CJU,70,일반석,119700
대한항공,2023-09-01,14:15,15:25,GMP,CJU,70,일반석,129700
대한항공,2023-09-01,14:15,15:25,GMP,CJU,70,비즈니스석,189700
아시아나항공,2023-09-01,14:20,15:30,GMP,CJU,70,특가석,66700
아시아나항공,2023-09-01,14:20,15:30,GMP,CJU,70,할인석,72700
아시아나항공,2023-09-01,14:20,15:30,GMP,CJU,70,일반석,132700
티웨이항공,2023-09-01,14:25,15:35,GMP,CJU,70,할인석,62010
티웨이항공,2023-09-01,14:25,15:35,GMP,CJU,70,일반석,118700
이스타항공,2023-09-01,14:35,15:45,GMP,CJU,70,할인석,68600
이스타항공,2023-09-01,14:35,15:45,GMP,CJU,70,일반석,119600
제주항공,2023-09-01,14:40,15:50,GMP,CJU,70,할인석,65600
제주항공,2023-09-01,14:40,15:50,GMP,CJU,70,일반석,119200
아시아나항공,2023-09-01,14:55,16:05,GMP,CJU,70,특가석,66700
아시아나항공,2023-09-01,14:55,16:05,GMP,CJU,70,할인석,72700
